airline_id,flight_number,booking_cd,passenger_name,seat_number,booking_class,ticket_fare,flight_extras,loyalty_points,flight_status,departure_gate,departure_terminal,baggage_claim_area,flight_duration_hours,number_of_layovers,layover_locations_code,aircraft_model,pilot_name,cabin_crew_names,inflight_entertainment,meal_preference,wifi_available,has_window_seat,has_aisle_seat,is_emergency_exit_row,total_stops,departure_datetime,arrival_datetime,departure_year,departure_month,departure_day,departure_hour,departure_minute,flight_day_of_week,arrival_year,arrival_month,arrival_day,arrival_hour,arrival_minute,flight_duration_minutes,is_long_haul,is_reward_member
19,4749,BXMQ,HUWTZ,UMT,Business,281.92,Extra baggage,0,Confirmed,CW,C,TIW,9.71,2,GSA,MYJ,JVDI,LPON,True,Non-vegetarian,True,True,False,False,2,2023-02-14 07:09:08,2023-02-19 23:50:54,2023,2,14,7,9,Tuesday,2023,2,19,23,50,582.6,True,False
17,5971,BKQI,RVLEH,GXM,Business,97.6,Extra baggage,0,Cancelled,ZP,B,YVF,4.94,1,XKF,DMW,BXEU,IVQO,False,No meal,True,False,False,False,1,2023-03-17 11:35:31,2023-03-27 18:57:17,2023,3,17,11,35,Friday,2023,3,27,18,57,296.40000000000003,False,False
11,7845,BXNA,HAHSR,GDN,Economy,289.42,Extra baggage,0,Pending,TQ,A,OHO,2.98,0,KEO,VAY,UKLT,AEJC,True,Non-vegetarian,False,True,False,False,2,2023-10-18 18:27:43,2023-11-21 19:19:40,2023,10,18,18,27,Wednesday,2023,11,21,19,19,178.8,False,False
13,5433,BWHB,ZTJHM,BOE,Economy,325.76,Extra baggage,1279,Pending,WD,C,WMI,7.75,2,IMQ,RVW,BOUS,GDOB,False,Vegan,False,False,False,False,0,2023-10-06 21:17:16,2023-10-16 13:39:45,2023,10,6,21,17,Friday,2023,10,16,13,39,465.0,True,True
8,1265,BDRM,EKWHS,CPQ,Economy,872.56,Meal,0,Confirmed,WE,D,FQU,7.19,1,SWU,YYE,JOQA,WEMR,False,Vegetarian,False,True,True,False,2,2023-11-10 21:52:59,2023-08-15 17:24:33,2023,11,10,21,52,Friday,2023,8,15,17,24,431.40000000000003,True,True
10,3850,BNVU,WWYSV,ZFC,Economy,674.41,Extra baggage,0,Pending,PP,D,NFU,11.33,1,QKQ,ZZP,SPTO,PNHJ,False,Non-vegetarian,True,False,False,False,0,2023-02-18 08:32:58,2023-05-27 15:26:51,2023,2,18,8,32,Saturday,2023,5,27,15,26,679.8,True,True
8,2378,BKKU,WIPLD,FTV,Business,190.96,Extra baggage,0,Cancelled,DY,C,VVD,4.35,2,PDG,TQC,YRES,WLXU,True,Vegetarian,True,True,True,False,2,2023-10-06 11:32:45,2023-05-28 20:17:03,2023,10,6,11,32,Friday,2023,5,28,20,17,261.0,False,True
8,7503,BHLA,DLNPU,UAP,Business,325.01,Meal,4237,Pending,KH,A,KYG,10.96,0,WWS,KSN,IHUO,ABRE,True,Vegan,False,False,False,True,2,2023-12-15 21:33:54,2023-06-17 21:48:53,2023,12,15,21,33,Friday,2023,6,17,21,48,657.6,True,True
9,8157,BZPR,ZLUOA,WRQ,Economy,648.41,Extra baggage,719,Pending,RO,D,DAA,2.43,1,TNB,ANE,RTIY,MMNP,False,Non-vegetarian,False,False,False,False,0,2023-02-11 14:47:26,2023-05-25 15:13:45,2023,2,11,14,47,Saturday,2023,5,25,15,13,145.8,False,True
7,5416,BATR,HXYCL,EVM,Economy,100.6,Extra baggage,0,Pending,SS,D,KBD,7.35,2,MAK,FRZ,DCQQ,VDXZ,False,No meal,False,True,True,False,2,2023-01-09 13:06:26,2023-12-14 13:45:56,2023,1,9,13,6,Monday,2023,12,14,13,45,441.0,True,True
14,1849,BJKW,FZITY,BIV,Economy,695.09,Extra baggage,0,Cancelled,PN,A,UNJ,3.55,1,RBR,GWH,XKLK,GAWA,True,Vegetarian,False,True,True,False,0,2023-04-18 13:14:12,2023-05-29 10:24:39,2023,4,18,13,14,Tuesday,2023,5,29,10,24,213.0,False,False
2,5814,BPEU,VTFOV,JRR,First,880.55,Extra baggage,0,Confirmed,DX,C,SXW,10.05,0,WMF,IYB,JGFG,VFUM,False,No meal,False,True,False,False,1,2023-08-04 12:55:58,2023-05-30 09:38:12,2023,8,4,12,55,Friday,2023,5,30,9,38,603.0,True,True
11,4764,BARU,DZEQI,SMF,First,873.85,Extra baggage,0,Cancelled,IU,D,JJV,6.91,1,UWH,LVO,LCEL,EJRZ,False,Vegetarian,True,False,True,False,0,2023-08-11 08:40:44,2023-08-08 17:24:12,2023,8,11,8,40,Friday,2023,8,8,17,24,414.6,True,True
8,8379,BGAW,KGUUF,XAR,Economy,106.18,No Extras,0,Cancelled,AL,D,QOV,1.53,1,EXO,FKI,DRFI,QIHD,False,No meal,False,True,False,False,0,2023-10-07 07:06:17,2023-12-30 19:52:39,2023,10,7,7,6,Saturday,2023,12,30,19,52,91.8,False,False
13,4274,BBBY,KNXKS,SPS,Business,818.05,No Extras,0,Cancelled,RR,D,DEJ,8.62,0,DYR,EAY,ZVFQ,FZQR,True,No meal,True,True,False,False,0,2023-05-28 23:51:33,2023-08-02 22:34:43,2023,5,28,23,51,Sunday,2023,8,2,22,34,517.1999999999999,True,False
15,1716,BPHJ,MHSZN,UGF,Business,526.39,No Extras,4251,Pending,XU,D,MWY,9.6,1,HCG,ZAB,YUHQ,BCQB,False,Vegan,False,True,False,True,2,2023-07-12 18:19:09,2023-02-12 23:06:05,2023,7,12,18,19,Wednesday,2023,2,12,23,6,576.0,True,True
3,6080,BTPE,EKUBO,LNG,First,525.32,No Extras,0,Confirmed,IA,B,OFE,3.29,0,TUJ,MSS,QJII,TAAU,True,No meal,False,True,True,True,1,2023-12-30 08:09:46,2023-04-05 20:36:07,2023,12,30,8,9,Saturday,2023,4,5,20,36,197.4,False,False
14,1895,BYDZ,PACJD,QWM,First,599.39,Extra baggage,0,Confirmed,WP,A,QGW,10.79,0,XYP,TXK,TEWW,VOYA,False,Vegetarian,False,True,False,False,1,2023-04-05 17:41:07,2023-08-30 08:06:43,2023,4,5,17,41,Wednesday,2023,8,30,8,6,647.4,True,True
15,3543,BMHM,WWPID,TZE,First,438.02,Meal,0,Pending,QY,A,IFR,11.12,0,KJI,WDB,DGGY,EJNI,True,Vegetarian,True,True,False,False,2,2023-03-09 06:11:52,2023-12-24 12:52:39,2023,3,9,6,11,Thursday,2023,12,24,12,52,667.1999999999999,True,False
2,8771,BEQO,SSJJN,FMJ,First,728.44,Meal,0,Cancelled,HL,D,LSN,6.0,0,QWH,YTD,DCCB,QMPT,True,No meal,True,True,False,False,0,2023-04-10 23:18:54,2023-08-11 12:09:44,2023,4,10,23,18,Monday,2023,8,11,12,9,360.0,False,False
19,5637,BGJC,APVTE,CUC,First,356.03,Extra baggage,0,Pending,PE,D,ETX,7.96,0,BST,EPH,DVHL,HLVF,False,Vegetarian,True,False,False,False,1,2023-09-27 02:25:18,2023-02-18 15:08:39,2023,9,27,2,25,Wednesday,2023,2,18,15,8,477.6,True,True
12,9066,BWXP,NRHJC,HGR,First,759.84,Meal,2541,Pending,OC,A,UXJ,1.15,2,WNN,NRI,JSSN,COBP,True,Vegetarian,False,False,False,True,0,2023-12-13 18:12:16,2023-12-07 16:17:02,2023,12,13,18,12,Wednesday,2023,12,7,16,17,69.0,False,True
4,4553,BTOF,WYYHO,NGK,Business,929.88,Extra baggage,963,Pending,DY,D,ATJ,11.14,1,FND,CUQ,VGBR,HJAE,False,Non-vegetarian,True,False,True,True,2,2023-08-17 04:50:55,2023-11-07 11:14:20,2023,8,17,4,50,Thursday,2023,11,7,11,14,668.4000000000001,True,True
3,2349,BJGX,NCOUZ,XUT,First,171.78,No Extras,0,Confirmed,HU,A,XRD,4.89,2,MUE,VEW,DZFN,PHYT,True,Vegetarian,True,False,False,False,0,2023-11-14 13:04:38,2023-03-19 23:34:28,2023,11,14,13,4,Tuesday,2023,3,19,23,34,293.4,False,False
5,3986,BSWE,AGNDN,JJQ,First,472.89,No Extras,0,Pending,RE,C,EGF,11.79,1,TTK,ILW,JEUP,MRHP,True,Vegetarian,True,False,False,True,1,2023-10-23 04:19:02,2023-01-15 20:27:43,2023,10,23,4,19,Monday,2023,1,15,20,27,707.4,True,True
3,8196,BGVU,IJXJG,PJF,Business,67.8,Extra baggage,4575,Cancelled,AU,D,QZO,4.8,2,LHN,RXX,YBPJ,YMUO,True,Vegan,False,True,False,True,0,2023-04-23 18:07:17,2023-06-12 05:16:29,2023,4,23,18,7,Sunday,2023,6,12,5,16,288.0,False,False
15,3122,BCZB,OZDRP,AZE,Economy,468.47,Extra baggage,1419,Pending,NG,C,JYK,6.17,0,FWV,LIY,OOYD,JAEB,False,Non-vegetarian,False,False,True,False,0,2023-04-28 03:16:10,2023-08-14 23:03:34,2023,4,28,3,16,Friday,2023,8,14,23,3,370.2,True,False
19,9689,BSBS,SHPFS,LHF,Economy,465.37,Meal,0,Confirmed,WN,A,FJB,11.53,0,TGN,UGR,FGIP,WKIG,False,Vegan,True,False,True,True,0,2023-10-12 00:59:37,2023-12-22 08:32:58,2023,10,12,0,59,Thursday,2023,12,22,8,32,691.8,True,True
2,9046,BRAI,JMPBH,WPJ,Economy,740.17,No Extras,4927,Cancelled,OJ,B,DJX,8.41,0,VCB,HGT,JGNY,XWED,False,Vegan,True,True,False,False,0,2023-09-17 09:34:37,2023-12-08 01:25:01,2023,9,17,9,34,Sunday,2023,12,8,1,25,504.6,True,False
12,9913,BZUP,IGEHC,CYF,Economy,386.73,No Extras,2780,Pending,TW,C,FZV,7.05,0,EQB,INR,PNGF,TGQX,True,Vegan,True,False,True,True,1,2023-04-22 03:58:42,2023-10-05 00:17:54,2023,4,22,3,58,Saturday,2023,10,5,0,17,423.0,True,True
5,2363,BYHW,MTSLS,BDG,Economy,892.4,Extra baggage,0,Cancelled,CJ,B,YWY,8.22,0,OPU,TYQ,QSIS,BLBB,False,Vegan,True,True,True,True,0,2023-06-27 10:48:05,2023-10-16 04:33:19,2023,6,27,10,48,Tuesday,2023,10,16,4,33,493.20000000000005,True,True
17,1307,BVKP,HSFGQ,ULJ,Economy,428.9,No Extras,3041,Pending,KH,B,ARH,8.32,1,AQK,UZR,OCHB,XTXO,True,Non-vegetarian,True,False,True,False,2,2023-04-30 16:03:33,2023-01-06 09:31:35,2023,4,30,16,3,Sunday,2023,1,6,9,31,499.20000000000005,True,False
14,3751,BTZJ,ONOHH,YMU,Economy,574.97,Meal,0,Cancelled,RJ,A,QCO,5.99,1,AFT,VKP,CVRS,OXHM,False,Non-vegetarian,True,False,True,False,1,2023-05-09 14:17:22,2023-11-08 19:05:35,2023,5,9,14,17,Tuesday,2023,11,8,19,5,359.40000000000003,False,True
10,8782,BWPM,TXFWC,SHQ,Economy,296.6,Extra baggage,0,Cancelled,UY,C,WEK,2.59,2,NMR,UTV,JRCS,YXVL,True,Vegan,True,False,False,False,1,2023-01-31 02:22:08,2023-10-24 21:22:49,2023,1,31,2,22,Tuesday,2023,10,24,21,22,155.39999999999998,False,False
3,2264,BGAN,PCMZO,HRT,Business,198.24,Meal,163,Confirmed,RQ,B,WLE,10.76,2,MRN,AQF,XCRT,WQUL,False,No meal,True,True,True,True,1,2023-05-11 20:25:06,2023-09-02 17:34:02,2023,5,11,20,25,Thursday,2023,9,2,17,34,645.6,True,True
4,6339,BIND,JIZOZ,HPP,Economy,674.78,Extra baggage,3704,Cancelled,SS,C,ZYT,10.13,1,KSQ,OTW,LATV,LPEE,False,Non-vegetarian,True,False,True,False,1,2023-01-14 04:45:39,2023-01-10 11:16:08,2023,1,14,4,45,Saturday,2023,1,10,11,16,607.8000000000001,True,False
6,8503,BWIB,LYSIC,XJM,First,449.73,Meal,0,Pending,TS,A,ATA,3.05,2,KCR,SRM,HNGY,LPOS,False,Vegan,False,False,True,True,0,2023-05-25 20:57:27,2023-05-13 21:57:07,2023,5,25,20,57,Thursday,2023,5,13,21,57,183.0,False,False
16,6848,BXKT,MDCET,UVE,Business,636.51,Meal,4072,Confirmed,OA,B,QGX,6.74,2,LNG,RYU,QTYA,CQTP,True,Non-vegetarian,True,True,True,False,2,2023-05-04 02:00:12,2023-11-14 21:15:13,2023,5,4,2,0,Thursday,2023,11,14,21,15,404.40000000000003,True,False
7,1493,BNDC,IRJXS,LOF,Economy,628.21,Meal,0,Confirmed,AG,D,TFD,4.54,0,DGG,FLZ,QBVW,DGQR,True,Non-vegetarian,True,True,True,True,1,2023-10-21 09:41:07,2023-06-02 19:49:18,2023,10,21,9,41,Saturday,2023,6,2,19,49,272.4,False,True
15,3021,BJTY,OYRGV,ICX,Business,514.79,No Extras,0,Confirmed,QJ,C,MBU,2.34,2,QRK,ASO,FBFQ,RFOR,False,Non-vegetarian,False,False,False,False,0,2023-10-27 17:57:42,2023-03-14 13:54:43,2023,10,27,17,57,Friday,2023,3,14,13,54,140.39999999999998,False,False
11,2747,BAIM,XCVBK,WUQ,Business,336.95,Meal,0,Cancelled,NR,C,BCU,7.63,2,ALW,UCN,PHMP,MMCY,False,No meal,False,True,False,True,1,2023-06-02 13:14:32,2023-01-06 06:20:28,2023,6,2,13,14,Friday,2023,1,6,6,20,457.8,True,True
1,6087,BKJY,ZOZGS,ZJB,First,237.01,Extra baggage,325,Cancelled,VV,A,MAV,7.63,1,AVL,XRA,WNOU,EXOH,False,No meal,True,False,True,False,1,2023-07-27 22:41:22,2023-08-07 03:33:25,2023,7,27,22,41,Thursday,2023,8,7,3,33,457.8,True,True
5,4302,BAMI,ESJOA,GDJ,Economy,223.18,Extra baggage,0,Confirmed,NM,B,HGA,4.08,1,FOP,PTX,NHYY,STEP,True,Non-vegetarian,True,False,True,False,2,2023-05-08 16:50:24,2023-03-08 23:20:58,2023,5,8,16,50,Monday,2023,3,8,23,20,244.8,False,True
13,8127,BVHM,QJDUQ,GLO,Business,560.35,No Extras,0,Pending,XH,A,BMZ,5.18,2,DMY,EYO,NOTO,ZAEM,True,No meal,True,True,True,True,2,2023-01-02 00:49:53,2023-10-22 01:11:29,2023,1,2,0,49,Monday,2023,10,22,1,11,310.79999999999995,False,False
14,6022,BXHX,JLKCS,XPC,Economy,331.86,No Extras,0,Pending,YQ,D,UJV,7.46,0,TLX,TAK,GXAK,GAZG,True,Vegan,False,True,False,True,0,2023-04-03 03:14:14,2023-09-05 14:35:52,2023,4,3,3,14,Monday,2023,9,5,14,35,447.6,True,True
9,7155,BQAW,RVRDE,AYO,Economy,581.04,No Extras,0,Confirmed,BY,A,ENQ,5.69,1,XRY,PFA,AWHQ,DBRF,False,Vegetarian,True,False,False,False,1,2023-07-01 00:04:06,2023-11-07 03:46:45,2023,7,1,0,4,Saturday,2023,11,7,3,46,341.40000000000003,False,True
17,7409,BLLY,CAQQV,OKB,First,806.51,Extra baggage,4685,Cancelled,GS,C,VCN,5.81,1,YBY,DOJ,OISI,ETQB,False,Vegan,True,True,True,True,2,2023-10-05 15:45:14,2023-12-15 02:20:17,2023,10,5,15,45,Thursday,2023,12,15,2,20,348.59999999999997,False,False
15,6254,BKZX,TVAUA,DQL,Business,525.19,No Extras,1976,Confirmed,OT,D,QMN,3.03,1,GTO,EFJ,IQNE,XHEW,True,Vegan,True,True,True,False,0,2023-07-11 12:25:38,2023-12-20 20:36:12,2023,7,11,12,25,Tuesday,2023,12,20,20,36,181.79999999999998,False,False
7,9948,BKPE,DIFLM,PAW,Business,497.63,Extra baggage,2013,Pending,QB,D,HNU,7.8,2,FHX,UND,XKJR,XYRW,False,Vegetarian,False,True,False,True,2,2023-12-25 11:02:25,2023-08-30 02:56:13,2023,12,25,11,2,Monday,2023,8,30,2,56,468.0,True,False
12,5354,BXIW,TZWKL,ZJM,Business,952.63,No Extras,0,Pending,QK,A,MLT,11.45,1,QRN,EGS,KJDU,JMMQ,False,Vegan,True,False,False,True,0,2023-10-24 15:44:18,2023-12-28 21:36:09,2023,10,24,15,44,Tuesday,2023,12,28,21,36,687.0,True,True
6,4453,BJKC,JPZQM,RUO,Business,407.15,Extra baggage,0,Cancelled,VQ,A,EHN,6.16,0,IKV,PGS,GGRA,XLCZ,False,Vegan,True,False,True,False,0,2023-02-02 15:37:27,2023-09-08 07:41:50,2023,2,2,15,37,Thursday,2023,9,8,7,41,369.6,True,True
16,3516,BYUK,AUWIY,JWO,First,78.25,Meal,0,Confirmed,AJ,A,BII,4.52,0,ACE,JCY,LYEJ,JCWG,True,No meal,False,True,True,True,1,2023-09-11 21:59:52,2023-08-24 00:31:42,2023,9,11,21,59,Monday,2023,8,24,0,31,271.2,False,True
5,7069,BHAQ,ZHRAC,WDE,Economy,887.62,Extra baggage,4996,Cancelled,FW,C,WKT,1.89,2,VIV,AKZ,PBUH,XVFW,True,Vegan,False,True,True,False,2,2023-11-06 04:12:58,2023-02-11 01:00:03,2023,11,6,4,12,Monday,2023,2,11,1,0,113.39999999999999,False,False
9,8374,BPPC,AAXSR,GMO,First,263.22,No Extras,0,Confirmed,KJ,C,AHC,11.55,2,MYC,UMA,IBYE,EPKE,True,Non-vegetarian,True,False,True,True,2,2023-08-24 08:01:46,2023-02-14 20:32:52,2023,8,24,8,1,Thursday,2023,2,14,20,32,693.0,True,False
14,9838,BOBU,LFQLB,XLS,First,617.54,No Extras,0,Cancelled,PT,D,SEI,7.43,2,TMB,TDA,XBBU,GLXA,False,No meal,False,True,False,True,0,2023-06-08 00:44:49,2023-11-10 19:19:44,2023,6,8,0,44,Thursday,2023,11,10,19,19,445.79999999999995,True,True
8,6208,BKIY,DGBTT,AZY,Business,940.73,No Extras,1715,Confirmed,OP,D,ECB,1.58,1,KAM,JDG,HEOB,HDPQ,True,No meal,True,False,False,True,1,2023-11-03 09:15:55,2023-06-19 22:58:44,2023,11,3,9,15,Friday,2023,6,19,22,58,94.80000000000001,False,True
14,1194,BXEC,XOGWY,RFM,Economy,757.52,Extra baggage,2410,Confirmed,FK,B,AQK,7.04,0,FKE,FKE,FFBE,SQBY,False,Non-vegetarian,False,False,True,True,1,2023-11-20 18:36:44,2023-04-29 00:29:20,2023,11,20,18,36,Monday,2023,4,29,0,29,422.4,True,False
12,5291,BVHF,SCZIL,XGC,First,842.15,No Extras,0,Confirmed,SH,B,XOE,11.12,2,ICA,FRM,UPEH,PYUS,True,Non-vegetarian,True,False,False,True,0,2023-09-15 18:16:08,2023-09-12 07:41:32,2023,9,15,18,16,Friday,2023,9,12,7,41,667.1999999999999,True,False
10,7210,BGLW,RCIZF,ULE,Business,452.3,Meal,0,Confirmed,SF,D,VLT,1.02,1,SZV,CBE,RORW,EQNC,False,No meal,False,True,False,False,0,2023-04-10 11:00:53,2023-04-29 03:54:52,2023,4,10,11,0,Monday,2023,4,29,3,54,61.2,False,False
13,6130,BGII,EIWNB,BTH,Economy,486.21,Meal,0,Pending,IM,B,RRJ,1.15,2,LMX,VYK,NPSU,NWQP,True,Vegan,False,False,True,False,0,2023-07-24 03:57:12,2023-07-07 23:58:35,2023,7,24,3,57,Monday,2023,7,7,23,58,69.0,False,True
19,1321,BACE,ZYVCA,BVO,First,106.45,Extra baggage,0,Cancelled,JT,A,YGT,8.87,0,BFB,IJN,NDVC,TQLJ,True,Vegetarian,False,False,True,True,2,2023-11-18 04:38:13,2023-08-26 19:41:20,2023,11,18,4,38,Saturday,2023,8,26,19,41,532.1999999999999,True,True
15,7705,BKDL,DMHUU,ABC,First,685.26,No Extras,730,Confirmed,FL,B,BFR,9.67,2,EFH,JGV,RCAU,XEFJ,False,Vegan,False,True,False,False,1,2023-01-02 07:05:19,2023-04-06 02:17:45,2023,1,2,7,5,Monday,2023,4,6,2,17,580.2,True,True
8,2702,BAAM,RTDYG,BMU,Economy,757.05,Extra baggage,359,Cancelled,DL,C,RGN,10.35,2,UBJ,CMX,HQIF,IIIN,True,Non-vegetarian,False,True,True,True,1,2023-11-22 18:58:04,2023-09-18 12:49:55,2023,11,22,18,58,Wednesday,2023,9,18,12,49,621.0,True,False
10,1830,BTET,MWYYU,ZXY,Business,553.15,Meal,0,Cancelled,BH,D,IOB,7.21,0,DJN,SJU,PVDE,ZESP,False,Vegetarian,True,False,False,True,0,2023-05-25 12:04:45,2023-05-28 04:08:36,2023,5,25,12,4,Thursday,2023,5,28,4,8,432.6,True,False
3,9380,BBUZ,ARNHV,ASF,Economy,860.14,Meal,0,Pending,OX,B,UFM,8.88,0,WYR,EVL,RROG,DQKR,True,Vegan,False,False,False,True,2,2023-02-22 18:38:56,2023-03-06 11:17:29,2023,2,22,18,38,Wednesday,2023,3,6,11,17,532.8000000000001,True,False
3,6606,BSGP,JHCCF,FGV,Economy,153.96,No Extras,1800,Pending,GX,B,VVA,1.05,0,YMR,EYV,CISN,VVFZ,True,No meal,True,True,True,True,2,2023-08-16 19:15:59,2023-10-18 03:24:22,2023,8,16,19,15,Wednesday,2023,10,18,3,24,63.0,False,False
5,1091,BDRK,KDTPK,JNJ,Economy,133.58,Meal,0,Cancelled,UM,D,EAJ,2.83,1,KDZ,QAM,TGQU,SHAG,False,Non-vegetarian,True,False,False,False,1,2023-02-26 08:03:47,2023-03-14 15:52:14,2023,2,26,8,3,Sunday,2023,3,14,15,52,169.8,False,False
16,4877,BXPJ,TBWEE,BZS,Economy,172.77,Meal,4570,Cancelled,BM,A,RTR,11.78,0,VBF,IFC,KNED,RPNW,True,No meal,False,True,True,False,1,2023-02-26 17:51:47,2023-07-18 12:15:22,2023,2,26,17,51,Sunday,2023,7,18,12,15,706.8,True,True
17,3336,BBWX,PNGUA,RTK,First,869.8,Meal,0,Pending,AN,C,THW,2.97,1,HQP,UDB,DWIX,BUSF,True,Vegetarian,True,True,False,False,1,2023-09-10 10:28:18,2023-08-12 03:51:13,2023,9,10,10,28,Sunday,2023,8,12,3,51,178.20000000000002,False,False
6,8676,BJCV,BNEMM,ONY,First,227.49,No Extras,0,Confirmed,HF,C,SWB,9.66,2,OWF,ALU,NMPU,LKNG,True,No meal,True,False,False,False,0,2023-06-14 01:35:29,2023-09-19 13:03:31,2023,6,14,1,35,Wednesday,2023,9,19,13,3,579.6,True,True
16,2580,BLTB,GOJBX,OAL,First,118.89,No Extras,0,Pending,JN,C,NUF,11.63,1,VGQ,LFU,UXVI,ZRXL,True,Vegan,True,True,False,True,0,2023-07-01 15:52:23,2023-09-14 01:09:47,2023,7,1,15,52,Saturday,2023,9,14,1,9,697.8000000000001,True,False
2,9366,BHRI,UYVSM,IRQ,Business,803.74,Extra baggage,4196,Confirmed,EL,B,VWA,1.06,0,RFI,NIK,GRZN,FFHI,False,No meal,False,False,True,True,0,2023-10-06 12:45:32,2023-01-10 21:17:27,2023,10,6,12,45,Friday,2023,1,10,21,17,63.6,False,False
15,6792,BYKX,FYAAX,COQ,Economy,713.03,Extra baggage,0,Pending,YG,B,OBI,7.54,0,EAA,OMX,BRSA,CYRQ,True,No meal,False,False,False,True,1,2023-10-10 04:11:06,2023-05-14 21:15:22,2023,10,10,4,11,Tuesday,2023,5,14,21,15,452.4,True,True
18,8746,BZCH,LNWKA,WBN,Economy,201.74,Meal,2911,Cancelled,LX,D,OLY,2.68,1,LWO,UAA,MOBH,LHOI,True,Non-vegetarian,True,True,False,True,1,2023-02-09 05:00:20,2023-01-28 08:45:47,2023,2,9,5,0,Thursday,2023,1,28,8,45,160.8,False,True
1,1473,BEOJ,XEYCM,IPR,First,775.23,No Extras,0,Confirmed,IX,D,IXT,11.82,0,DHV,INY,GKAL,REUK,True,No meal,True,False,False,True,1,2023-02-01 21:56:06,2023-01-16 10:06:20,2023,2,1,21,56,Wednesday,2023,1,16,10,6,709.2,True,True
19,1269,BNER,EMWJX,HFP,First,329.66,No Extras,0,Cancelled,YL,D,YXR,4.39,2,CXE,UVR,ITTN,SKMG,True,Vegan,False,False,True,False,1,2023-08-04 17:16:16,2023-05-31 06:35:23,2023,8,4,17,16,Friday,2023,5,31,6,35,263.4,False,False
12,7550,BLCH,CAMVE,NFT,Business,77.86,Meal,0,Cancelled,HB,B,DHU,4.28,0,JMZ,VKS,HTLZ,KZPY,False,Vegan,False,True,True,True,0,2023-11-02 18:42:06,2023-08-22 19:31:56,2023,11,2,18,42,Thursday,2023,8,22,19,31,256.8,False,False
8,1693,BNAD,KULKO,QZX,First,83.13,Extra baggage,0,Cancelled,VM,B,JED,5.23,1,RYD,YGD,DPXG,YQOK,True,Vegetarian,True,False,False,True,2,2023-11-14 19:04:40,2023-06-14 03:44:20,2023,11,14,19,4,Tuesday,2023,6,14,3,44,313.8,False,True
6,2415,BVYH,FCPMP,GPF,Business,165.09,No Extras,0,Confirmed,JB,D,PQR,6.18,0,WTC,BIG,GNLU,HESY,True,No meal,True,True,True,False,2,2023-05-12 11:02:15,2023-10-30 05:39:39,2023,5,12,11,2,Friday,2023,10,30,5,39,370.79999999999995,True,True
12,3083,BZUM,EOZPA,UMR,Economy,828.36,Meal,0,Confirmed,GA,C,MOQ,2.11,0,FHK,XOF,JNHL,JLOK,False,No meal,True,True,False,True,2,2023-03-01 13:41:47,2023-07-23 15:33:40,2023,3,1,13,41,Wednesday,2023,7,23,15,33,126.6,False,False
7,2235,BPPW,HYTEG,PAL,Business,427.58,Extra baggage,4094,Pending,HS,A,JWZ,9.87,1,PZS,JOW,UCON,RCDG,False,Vegan,False,False,False,True,0,2023-08-11 06:28:18,2023-07-23 12:25:18,2023,8,11,6,28,Friday,2023,7,23,12,25,592.1999999999999,True,False
18,4967,BXIS,JPETX,NGT,First,408.79,Meal,1435,Pending,VB,A,EMO,6.66,0,ITH,PSH,PJCY,FTCU,True,Vegetarian,False,False,True,False,1,2023-04-25 11:38:13,2023-01-06 02:26:42,2023,4,25,11,38,Tuesday,2023,1,6,2,26,399.6,True,False
14,9325,BHSA,KVRTM,BML,Business,803.65,Meal,0,Pending,DX,D,HTA,3.84,0,DNR,PPP,AFWH,LJOY,False,Non-vegetarian,False,True,False,False,2,2023-04-06 11:46:51,2023-01-12 02:07:25,2023,4,6,11,46,Thursday,2023,1,12,2,7,230.39999999999998,False,False
8,5785,BMMD,SLROF,SBI,First,663.96,No Extras,0,Pending,TC,A,BSX,7.82,1,GAU,RXL,FNBW,WXZA,True,Vegan,True,False,True,False,1,2023-06-26 15:05:15,2023-12-12 10:16:23,2023,6,26,15,5,Monday,2023,12,12,10,16,469.20000000000005,True,True
14,7125,BWYJ,JQJDH,ODO,Economy,888.2,Extra baggage,0,Confirmed,EH,B,XXK,5.74,0,UBZ,EUB,AGDA,PKUD,True,Vegetarian,True,True,True,True,1,2023-04-11 05:48:52,2023-07-18 00:30:38,2023,4,11,5,48,Tuesday,2023,7,18,0,30,344.40000000000003,False,True
5,7634,BWZK,ESRPV,NQE,Economy,73.64,Extra baggage,4111,Pending,YY,D,RTS,9.6,2,VFM,HLF,IQRY,TCEE,True,Vegetarian,False,True,True,False,0,2023-05-29 10:33:26,2023-10-02 10:40:16,2023,5,29,10,33,Monday,2023,10,2,10,40,576.0,True,True
9,6968,BNEM,DGHOI,MGA,First,207.91,Extra baggage,0,Cancelled,VN,C,TXK,6.5,1,OQE,RNI,KYFB,MCIT,False,Non-vegetarian,True,True,False,True,0,2023-03-14 15:44:28,2023-06-20 20:03:40,2023,3,14,15,44,Tuesday,2023,6,20,20,3,390.0,True,True
8,1840,BOQP,GITAG,MDM,Business,861.13,Meal,0,Confirmed,HN,D,XUB,5.51,1,GUK,FDY,OMBJ,DHNP,True,Vegan,True,False,False,True,2,2023-04-14 21:52:12,2023-03-15 07:24:31,2023,4,14,21,52,Friday,2023,3,15,7,24,330.59999999999997,False,False
